sourceId,name,group,decision,use,selected,catalogueDocuments,importType,sampleEndpoint,sampled,probeStatuses,observedFamilies,observedRegionalRecords,licence,licenceClass,terms,notes,catalogueUrl,originUrl
"pHRM59xa6LTArvExH","Barrierefrei in Potsdam","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","181","placeInfos","place-infos","3","place-infos:200","[""entrances"",""access summary"",""hearing/media support""]","{}","Open Data Commons Open Database License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/pHRM59xa6LTArvExH",""
"urviWLbxqebasnxu3","MIT KIDZ","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","39","placeInfos","place-infos","3","place-infos:200","[""toilet detail"",""access summary"",""website""]","{}","Open Data Commons Open Database License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/urviWLbxqebasnxu3",""
"bhnw4faLn7qdT26iY","nvbw Elevators","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","1","equipmentInfos","equipment-infos","1","equipment-infos:200","[]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/bhnw4faLn7qdT26iY","https://nvbw.de"
"KNpSzMvwdqDBZDmH5","On Wheels","venue survey / place guide","hold / unavailable","Existing places plus explicit practical facts; no broad suitability inference","false","0","placeInfos","","0","place-infos:200; equipment-infos:200; disruptions:404","[]","{}","Open Database License","CCSA","catalogue marks reusable; verify source terms","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/KNpSzMvwdqDBZDmH5","https://www.onwheelsapp.com/nl/app"
"xBakbYDCsCcBTrnhC","Places in Mainz","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","1","placeInfos","place-infos","1","place-infos:200","[""entrances""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/xBakbYDCsCcBTrnhC",""
"poqpYn7xxmiTw84iW","Elevators in Mainz","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","2","equipmentInfos","equipment-infos","2","equipment-infos:200","[""equipment status""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/poqpYn7xxmiTw84iW",""
"sTn5oLurukrRuoTdi","KVB-Haltestellen","transit stops","future region / capability","Arrival context; no route accessibility inference","false","853","placeInfos","place-infos","3","place-infos:200","[]","{}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/sTn5oLurukrRuoTdi","https://www.kvb.koeln/service/open_data.html"
"f469sczTu2DcAHdmc","KVB-Fahrtreppenstörungen","equipment / status","hold / unavailable","Context for explicitly linked station or venue; later phase","false","264","disruptions","","0","disruptions:404; place-infos:200; equipment-infos:200","[]","{}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[""Disruption endpoint returned 404; inspect attached equipment status instead""]","https://www.accessibility.cloud/sources/f469sczTu2DcAHdmc","https://www.kvb.koeln/service/open_data.html"
"zSQ99xYrQ3Mx7a4ed","KVB Aufzugsstörungen","equipment / status","hold / unavailable","Context for explicitly linked station or venue; later phase","false","304","disruptions","","0","disruptions:404; place-infos:200; equipment-infos:200","[]","{}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[""Disruption endpoint returned 404; inspect attached equipment status instead""]","https://www.accessibility.cloud/sources/zSQ99xYrQ3Mx7a4ed","https://www.kvb.koeln/service/open_data.html"
"GwwA3diA4pabsSL8z","KVB-Fahrtreppen","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","262","placeInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/GwwA3diA4pabsSL8z","https://www.kvb.koeln/service/open_data.html"
"9kNbftmN9H4njTQQr","KVB-Aufzüge","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","63","placeInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/9kNbftmN9H4njTQQr","https://www.kvb.koeln/service/open_data.html"
"nhwd59iv6nMPcHkuW","Behindertenparkplätze Spandau und Tempelhof-Schöneberg","parking","consider for current regions","Nearby designated parking; no live vacancy claim","true","68","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{""berlin-mitte"":1}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/nhwd59iv6nMPcHkuW",""
"rumaT5NQruxmwDPLW","Kreis Olpe (Neues Survey Herbst 2023)","venue survey / place guide","hold / unavailable","Existing places plus explicit practical facts; no broad suitability inference","false","0","placeInfos","","0","place-infos:200; equipment-infos:200; disruptions:404","[]","{}","needs clarification","restricted","permission / terms review","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/rumaT5NQruxmwDPLW","https://kreisolpe.wheelmap.pro/"
"4fMnuha37nZeotkJ8","MeiningerHotelData","venue survey / place guide","review terms","Existing places plus explicit practical facts; no broad suitability inference","false","22","placeInfos","place-infos","3","place-infos:200","[""dog policy"",""entrances"",""toilet detail"",""access summary"",""website""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/4fMnuha37nZeotkJ8",""
"BENfmcs8ZQwYc2fce","photos of VBB stations","place imagery","hold / unavailable","Station identification; supplementary only","false","0","","","0","place-infos:200; equipment-infos:200; disruptions:404","[]","{}","ISC license","CCBY","catalogue marks reusable; verify source terms","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/BENfmcs8ZQwYc2fce","https://www.npmjs.com/package/vbb-station-photos"
"MxC2aZRo385MHZdRe","lieux accessibles à Nantes, association handidactique","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","67","placeInfos","place-infos","3","place-infos:200","[""access summary"",""hearing/media support""]","{}","ODbL","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/MxC2aZRo385MHZdRe","http://www.handidactique.org"
"TXMAAx5dmohFdZy5D","Accessible places in France - Accessible.net","regional destination guide","review terms","Place identity and scoped access facts; mostly future regions","false","2153","placeInfos","place-infos","3","place-infos:200","[""access summary"",""hearing/media support""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/TXMAAx5dmohFdZy5D","http://accessible.net"
"Tgj8PziHi66X8wpe8","Lieux touristiques - commune d'Entre deux mers","regional destination guide","review terms","Place identity and scoped access facts; mostly future regions","false","32","placeInfos","place-infos","3","place-infos:200","[""access summary"",""hearing/media support""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/Tgj8PziHi66X8wpe8","https://www.entredeuxmers.com"
"2XMR4QPYK4iMcddn3","Equipements accessibles Ville de Paris","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","2323","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODbL","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/2XMR4QPYK4iMcddn3","https://www.data.gouv.fr/fr/datasets/accessibilite-des-equipements-de-la-ville-de-paris/"
"bwaFcbM6qnE4gL8xx","Marque d'État Tourisme et Handicap","regional destination guide","future region / capability","Place identity and scoped access facts; mostly future regions","false","5500","placeInfos","place-infos","3","place-infos:200","[""access summary"",""hearing/media support""]","{}","LICENCE OUVERTE","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/bwaFcbM6qnE4gL8xx","https://www.data.gouv.fr/fr/datasets/marque-detat-tourisme-handicap/#_"
"jMWSQZgfvGNvq2so5","Toilettes référencées par l'association afa Crohn RCH France","public toilets","review terms","Nearby toilet and any explicit access/payment facts","false","887","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/jMWSQZgfvGNvq2so5","https://www.afa.asso.fr/article/vivre-avec/toilettes/application-afamici.html"
"2eBXGa3raxR7sdjRa","Cinemas with movie description (visual impairment) in France","cinema support","review terms","Cinema capability leads; verify requested screening separately","false","124","placeInfos","place-infos","3","place-infos:200","[""hearing/media support""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/2eBXGa3raxR7sdjRa","http://retourdimage.eu/"
"6iNXuduSLsR7uej2G","Lieux touristiques en France","regional destination guide","future region / capability","Place identity and scoped access facts; mostly future regions","false","11980","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","LICENCE OUVERTE","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/6iNXuduSLsR7uej2G","https://www.datatourisme.gouv.fr/"
"GGWs6LeYtkZiAaaTC","Sex shops in France","venue survey / place guide","review terms","Existing places plus explicit practical facts; no broad suitability inference","false","44","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/GGWs6LeYtkZiAaaTC",""
"L9AQnY7zp8dMNMoPE","Maison_de_la_reussite_Ladapt","specialist support","review terms","Only when a stated condition needs it","false","27","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/L9AQnY7zp8dMNMoPE",""
"73qzgZYL6FwBrsRFB","SplashElec","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","10","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/73qzgZYL6FwBrsRFB",""
"a7hEpRxZ9c5AxdtBx","Handisport clubs in France","specialist support","review terms","Only when a stated condition needs it","false","1393","placeInfos","place-infos","3","place-infos:200","[""access summary"",""hearing/media support""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/a7hEpRxZ9c5AxdtBx","http://www.handisport.org/"
"Q7jM4aCZDX7acDk8a","Movie theaters in France with audio-description and subtitles","cinema support","review terms","Cinema capability leads; verify requested screening separately","false","86","placeInfos","place-infos","3","place-infos:200","[""hearing/media support""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/Q7jM4aCZDX7acDk8a","https://www.twavox.com/fr/cine.php"
"tdPYDwi7PWE3KBnHJ","I Wheel Share","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","2160","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/tdPYDwi7PWE3KBnHJ","http://www.iwheelshare.com"
"ya6piAtfdynXKKNkQ","Toilettes Ratp","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","44","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ya6piAtfdynXKKNkQ","http://data.iledefrance.fr"
"3H7vWGaLzWqRKqtMS","Cinemas in France","OSM derivative","deduplicate","Refresh/link OSM records; not independent corroboration","false","1769","placeInfos","place-infos","3","place-infos:200","[""access summary"",""hearing/media support""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/3H7vWGaLzWqRKqtMS","https://openstreetmap.org/"
"auy3kM4nL72qD4T6X","Liste des services disponibles en La Poste","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","4283","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODbL","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/auy3kM4nL72qD4T6X","https://datanova.laposte.fr/explore/dataset/laposte_poincont"
"23cYGtMD6kzHWKbYx","Boussolus","venue survey / place guide","review terms","Existing places plus explicit practical facts; no broad suitability inference","false","6","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/23cYGtMD6kzHWKbYx",""
